Mean IoU,Dice Score,Source_Directory,accuracy
0.6174629926681519,0.6422165036201477,FedAvg,0.9854774475097657
0.6179930567741394,0.6219520568847656,FedMedian,0.9846907258033752
0.61198890209198,0.6211637854576111,FedOpt,0.9866022467613221
0.6377644538879395,0.6623263955116272,FedProx,0.9861738085746766
