aggregation_round,epoch_num,client_id,epoch_loss,avg_loss
1,1,1,0.33450404805950373,0.2016095150351883
1,2,1,0.20450105607868677,0.2016095150351883
1,3,1,0.1491538586476481,0.2016095150351883
1,4,1,0.11827909735491476,0.2016095150351883
1,1,3,0.3341111211353038,0.1967535937788436
1,2,3,0.19721233835780477,0.1967535937788436
1,3,3,0.1440433428499354,0.1967535937788436
1,4,3,0.11164757277233055,0.1967535937788436
2,1,3,0.08985477697149098,0.06493596533728561
2,2,3,0.06892746823828623,0.06493596533728561
2,3,3,0.05477128199200673,0.06493596533728561
2,4,3,0.046190334147358514,0.06493596533728561
1,1,5,0.08780770259628813,0.0640574414086674
1,2,5,0.06620386581733284,0.0640574414086674
1,3,5,0.05372577909021133,0.0640574414086674
1,4,5,0.04849241813083729,0.0640574414086674
1,1,2,0.10044989847095616,0.0747633365667369
1,2,2,0.075722645182746,0.0747633365667369
1,3,2,0.06460920342031014,0.0747633365667369
1,4,2,0.0582715991929353,0.0747633365667369
1,1,4,0.09040178735572171,0.06384557570016618
1,2,4,0.06496623127036784,0.06384557570016618
1,3,4,0.05440428315560861,0.06384557570016618
1,4,4,0.045610001018966534,0.06384557570016618
2,1,1,0.09536617850682821,0.07186607148285103
2,2,1,0.07264640166547644,0.07186607148285103
2,3,1,0.06384947943130889,0.07186607148285103
2,4,1,0.055602226327790556,0.07186607148285103
2,1,2,0.0527575065561357,0.04838840086826583
2,2,2,0.04924197725009128,0.04838840086826583
2,3,2,0.04819813570995108,0.04838840086826583
2,4,2,0.043355983956885266,0.04838840086826583
2,1,4,0.042800135024071456,0.0367736646474945
2,2,4,0.03715006616639804,0.0367736646474945
2,3,4,0.03641266478169485,0.0367736646474945
2,4,4,0.030731792617813652,0.0367736646474945
2,1,5,0.04356802727870015,0.03582343175875427
2,2,5,0.036344436014138434,0.03582343175875427
2,3,5,0.032485010281923306,0.03582343175875427
2,4,5,0.030896253460255194,0.03582343175875427
3,1,1,0.04974829879062003,0.044439054245735146
3,2,1,0.04581654633967632,0.044439054245735146
3,3,1,0.04315845004047256,0.044439054245735146
3,4,1,0.039032921812171675,0.044439054245735146
3,1,3,0.04267961009551423,0.035112299053811934
3,2,3,0.03408098137230579,0.035112299053811934
3,3,3,0.03363447207733091,0.035112299053811934
3,4,3,0.030054132670096784,0.035112299053811934
3,1,2,0.04274009215555726,0.03904151854894954
3,2,2,0.040817669539499175,0.03904151854894954
3,3,2,0.035966273240116704,0.03904151854894954
3,4,2,0.03664203926062503,0.03904151854894954
4,1,1,0.04025403314258858,0.037045973261919274
4,2,1,0.038398366536473834,0.037045973261919274
4,3,1,0.035337094304499675,0.037045973261919274
4,4,1,0.03419439906411501,0.037045973261919274
3,1,4,0.03209039928806744,0.030003444215735836
3,2,4,0.030590540204892856,0.030003444215735836
3,3,4,0.030064966371114624,0.030003444215735836
3,4,4,0.02726787099886843,0.030003444215735836
4,1,3,0.030940230991915767,0.029194572342262345
4,2,3,0.03195639174706471,0.029194572342262345
4,3,3,0.02745334063909095,0.029194572342262345
4,4,3,0.026428325990977955,0.029194572342262345
3,1,5,0.03068116090557796,0.028978502865444518
3,2,5,0.02751838135061763,0.028978502865444518
3,3,5,0.028808473838010735,0.028978502865444518
3,4,5,0.028905995367571758,0.028978502865444518
5,1,1,0.03423827853339938,0.03413161074641688
5,2,1,0.035566853129316164,0.03413161074641688
5,3,1,0.033861528323957675,0.03413161074641688
5,4,1,0.03285978299899431,0.03413161074641688
4,1,4,0.026368643141755587,0.025627591434627048
4,2,4,0.0284450219758977,0.025627591434627048
4,3,4,0.02426888358341642,0.025627591434627048
4,4,4,0.02342781703743848,0.025627591434627048
4,1,5,0.029780646593237006,0.02643728831955456
4,2,5,0.025628128626905607,0.02643728831955456
4,3,5,0.026878325446755683,0.02643728831955456
4,4,5,0.023462052611319954,0.02643728831955456
5,1,3,0.0274124610874555,0.026164481707996585
5,2,3,0.024440865715438253,0.026164481707996585
5,3,3,0.02662282056912937,0.026164481707996585
5,4,3,0.026181779459963205,0.026164481707996585
4,1,2,0.04201959580721625,0.03615082298417391
4,2,2,0.03460449991181089,0.03615082298417391
4,3,2,0.03436120202784505,0.03615082298417391
4,4,2,0.033617994189823426,0.03615082298417391
