Mean IoU,Dice Score,Source_Directory,accuracy
0.6806197166442871,0.6919808983802795,FedAvg,0.989548146724701
0.6467316150665283,0.6460561156272888,FedAvg_nw_ni,0.9867503643035889
0.669396162033081,0.6650596857070923,FedAvg_wa,0.9896842241287231
0.6344791054725647,0.6262842416763306,SingleBatched,0.987169623374939
0.697268545627594,0.6717910170555115,SingleModel,0.9905416369438172
