aggregation_round,epoch_num,client_id,epoch_loss,avg_loss
1,1,5,0.4109951717307769,0.24549708830708838
1,2,5,0.24338325741420308,0.24549708830708838
1,3,5,0.18382656331880984,0.24549708830708838
1,4,5,0.1437833607645638,0.24549708830708838
1,1,2,0.421107745673283,0.25478841739156877
1,2,2,0.25284014956419726,0.25478841739156877
1,3,2,0.19308511410132947,0.25478841739156877
1,4,2,0.15212066022746534,0.25478841739156877
1,1,1,0.4375619085797344,0.2590779185474637
1,2,1,0.25198970501681406,0.2590779185474637
1,3,1,0.1931974806160812,0.2590779185474637
1,4,1,0.1535625799772251,0.2590779185474637
1,1,3,0.4025080904185054,0.2441261886809784
1,2,3,0.24302460791834865,0.2441261886809784
1,3,3,0.18335152058357215,0.2441261886809784
1,4,3,0.1476205358034875,0.2441261886809784
1,1,4,0.4190742400396301,0.24684792825480903
1,2,4,0.24455625285585242,0.24684792825480903
1,3,4,0.18234513592289156,0.24684792825480903
1,4,4,0.14141608420086194,0.24684792825480903
2,1,5,0.11529081736702516,0.08252759326630867
2,2,5,0.08611897666411228,0.08252759326630867
2,3,5,0.06824568751077335,0.08252759326630867
2,4,5,0.06045489152332386,0.08252759326630867
2,1,3,0.11709094824022558,0.08207434948242034
2,2,3,0.0861016476683947,0.08207434948242034
2,3,3,0.0686027335384524,0.08207434948242034
2,4,3,0.05650206848260868,0.08207434948242034
2,1,2,0.12627176576888705,0.09177346936572926
2,2,2,0.09409202749739928,0.09177346936572926
2,3,2,0.07903491676482091,0.09177346936572926
2,4,2,0.06769516743180981,0.09177346936572926
2,1,1,0.12408267217407744,0.09158317936045757
2,2,1,0.09551964552108064,0.09158317936045757
2,3,1,0.08068221818700612,0.09158317936045757
2,4,1,0.06604818155966609,0.09158317936045757
2,1,4,0.11406633208494589,0.0819981180395123
2,2,4,0.0852126496877656,0.0819981180395123
2,3,4,0.06741721286292536,0.0819981180395123
2,4,4,0.06129627752241241,0.0819981180395123
3,1,1,0.06209059013614813,0.051931968435689986
3,2,1,0.05507681012176067,0.051931968435689986
3,3,1,0.04716848410351808,0.051931968435689986
3,4,1,0.043391989381333075,0.051931968435689986
3,1,5,0.05311396838087274,0.044238060561334155
3,2,5,0.04595073001706097,0.044238060561334155
3,3,5,0.039708616077361335,0.044238060561334155
3,4,5,0.03817892777004156,0.044238060561334155
3,1,3,0.05390286864151796,0.04332353330093874
3,2,3,0.043039065454693805,0.04332353330093874
3,3,3,0.03897051609132484,0.04332353330093874
3,4,3,0.03738168301621834,0.04332353330093874
3,1,4,0.04891670955322593,0.041976473916950356
3,2,4,0.042355394939028,0.041976473916950356
3,3,4,0.04058594936617168,0.041976473916950356
3,4,4,0.03604784180937582,0.041976473916950356
3,1,2,0.062113804821239176,0.0534602789298059
3,2,2,0.05418815797037748,0.0534602789298059
3,3,2,0.04905656972585852,0.0534602789298059
3,4,2,0.04848258320174842,0.0534602789298059
4,1,5,0.03369708547750151,0.03119089844719372
4,2,5,0.03243429647444422,0.03119089844719372
4,3,5,0.031182963847104145,0.03119089844719372
4,4,5,0.027449247989725006,0.03119089844719372
4,1,2,0.04476574126137308,0.04305473829693923
4,2,2,0.04259174878159201,0.04305473829693923
4,3,2,0.04412009165319333,0.04305473829693923
4,4,2,0.040741371491598524,0.04305473829693923
4,1,3,0.03421509222419237,0.030836121802967242
4,2,3,0.0330095236688987,0.030836121802967242
4,3,3,0.02803452829662037,0.030836121802967242
4,4,3,0.02808534302215754,0.030836121802967242
4,1,4,0.034065405759646235,0.03155221136887165
4,2,4,0.03271008427086544,0.03155221136887165
4,3,4,0.030204105993216657,0.03155221136887165
4,4,4,0.029229249451758272,0.03155221136887165
4,1,1,0.043454367400943696,0.0402355519556777
4,2,1,0.04262185519482626,0.0402355519556777
4,3,1,0.039680335185412,0.0402355519556777
4,4,1,0.035185650041528856,0.0402355519556777
5,1,1,0.03895786861154105,0.037177201431996404
5,2,1,0.03608743438401809,0.037177201431996404
5,3,1,0.036631040987614764,0.037177201431996404
5,4,1,0.0370324617448117,0.037177201431996404
5,1,3,0.03006947795434081,0.02624577916008477
5,2,3,0.026176798875522184,0.02624577916008477
5,3,3,0.024588533691186683,0.02624577916008477
5,4,3,0.024148306119289385,0.02624577916008477
5,1,5,0.03165131736215743,0.02830873229537378
5,2,5,0.027269703091307353,0.02830873229537378
5,3,5,0.02602687910695684,0.02830873229537378
5,4,5,0.028287029621073503,0.02830873229537378
5,1,2,0.03794072377944298,0.03701284779439097
5,2,2,0.0390523940125615,0.03701284779439097
5,3,2,0.034408034946129894,0.03701284779439097
5,4,2,0.03665023843942951,0.03701284779439097
5,1,4,0.030728830249015106,0.0279571364252584
5,2,4,0.026590520285311187,0.0279571364252584
5,3,4,0.028380613294373972,0.0279571364252584
5,4,4,0.026128581872333335,0.0279571364252584
